query,source,doi,title,year,venue,authors,abstract,url,problem_claimed,mechanism,hidden_assumptions,fixed_variables,failure_modes,novelty_effect,open_questions
robot topology change detection,crossref,10.1098/rspa.1978.0202,Topology change in general relativity,1978,Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences,"Lee, C. W.","Abstract Two theorems are given, which show that in a geodesically complete space-time a closed and bounded part of an edgeless acausal spacelike hypersurface cannot change its topology as it evoles with time.",https://doi.org/10.1098/rspa.1978.0202,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,environment change is slow enough to be segmented from motion; topology can be represented reliably in a graph or symbolic abstraction,workspace discretization,false alarms from temporary clutter,candidate related work for topology-change detection framing,needs full-text validation
robot topology change detection,crossref,10.1016/j.jcrysgro.2013.01.043,Cycloid crystals by topology change,2013,Journal of Crystal Growth,"Matsuura, T., Matsuyama, T., Tanda, S.",,https://doi.org/10.1016/j.jcrysgro.2013.01.043,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,environment change is slow enough to be segmented from motion; topology can be represented reliably in a graph or symbolic abstraction,workspace discretization,false alarms from temporary clutter,candidate related work for topology-change detection framing,needs full-text validation
robot topology change detection,crossref,10.1103/physrevd.110.064026,Topology change from pointlike sources,2024,Physical Review D,"Neiman, Yasha, O’Connell, David",,https://doi.org/10.1103/physrevd.110.064026,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,environment change is slow enough to be segmented from motion; topology can be represented reliably in a graph or symbolic abstraction,workspace discretization,false alarms from temporary clutter,candidate related work for topology-change detection framing,needs full-text validation
robot topology change detection,crossref,10.1063/1.530985,Building blocks for topology change,1995,Journal of Mathematical Physics,"Alty, L. J.","Topology changing space–times are investigated by breaking them into their constituent parts. It is shown that, for a large class of space–times, topology change between kink zero (e.g., spacelike) surfaces must produce singularities regardless of the existence of closed timelike curves. A relationship between the kink number and causality is also described.",https://doi.org/10.1063/1.530985,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,environment change is slow enough to be segmented from motion; topology can be represented reliably in a graph or symbolic abstraction,workspace discretization,false alarms from temporary clutter,candidate related work for topology-change detection framing,needs full-text validation
robot topology change detection,crossref,10.1016/0550-3213(95)00260-y,Topology change and quantum physics,1995,Nuclear Physics B,"Balachandran, A.P., Bimonte, G., Marmo, G., Simoni, A.",,https://doi.org/10.1016/0550-3213(95)00260-y,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,environment change is slow enough to be segmented from motion; topology can be represented reliably in a graph or symbolic abstraction,workspace discretization,false alarms from temporary clutter,candidate related work for topology-change detection framing,needs full-text validation
robot topology change detection,crossref,10.1103/physrevd.58.124019,Topology change and causal continuity,1998,Physical Review D,"Dowker, Fay, Surya, Sumati",,https://doi.org/10.1103/physrevd.58.124019,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,environment change is slow enough to be segmented from motion; topology can be represented reliably in a graph or symbolic abstraction,workspace discretization,false alarms from temporary clutter,candidate related work for topology-change detection framing,needs full-text validation
robot topology change detection,crossref,10.1143/ptp.118.715,Topology Change of Black Holes,2007,Progress of Theoretical Physics,"Ida, D., Siino, M.",,https://doi.org/10.1143/ptp.118.715,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,environment change is slow enough to be segmented from motion; topology can be represented reliably in a graph or symbolic abstraction,workspace discretization,false alarms from temporary clutter,candidate related work for topology-change detection framing,needs full-text validation
robot topology change detection,crossref,10.1103/physrevd.33.978,Topology change and monopole creation,1986,Physical Review D,"Sorkin, R. D.",,https://doi.org/10.1103/physrevd.33.978,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,environment change is slow enough to be segmented from motion; topology can be represented reliably in a graph or symbolic abstraction,workspace discretization,false alarms from temporary clutter,candidate related work for topology-change detection framing,needs full-text validation
robot topology change detection,crossref,10.1007/bf02105077,Topology change without any pathology,1995,General Relativity and Gravitation,"Krasnikov, S. V.",,https://doi.org/10.1007/bf02105077,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,environment change is slow enough to be segmented from motion; topology can be represented reliably in a graph or symbolic abstraction,planner and cost function; workspace discretization,false alarms from temporary clutter,candidate related work for topology-change detection framing,needs full-text validation
robot topology change detection,crossref,10.1023/a:1026697201033,Topology Change and Context Dependence,1999,International Journal of Theoretical Physics,"Hadley, Mark J.",,https://doi.org/10.1023/a:1026697201033,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,environment change is slow enough to be segmented from motion; topology can be represented reliably in a graph or symbolic abstraction,workspace discretization,false alarms from temporary clutter,candidate related work for topology-change detection framing,needs full-text validation
